mediatype,sector,dc_type_de,count,gnd_uri,has_gnd
http://ddb.vocnet.org/medientyp/mt002,http://ddb.vocnet.org/sparte/sparte006,Philatelistischer Sonderdruck,1,5356T6KF7Z2YWP3OPUYJKTCTI5EGHZI7,true
http://ddb.vocnet.org/medientyp/mt002,http://ddb.vocnet.org/sparte/sparte006,Plakat,127,CE37QZTVN7PD23VC3BII6UXGOKUDM33X,true
http://ddb.vocnet.org/medientyp/mt002,http://ddb.vocnet.org/sparte/sparte006,Plakette,6,http://d-nb.info/gnd/4174776-8,true
http://ddb.vocnet.org/medientyp/mt002,http://ddb.vocnet.org/sparte/sparte006,Plastik,10,3UGG3ZJKFKY6JVQH4RP3443JNJKD2XSX,true
http://ddb.vocnet.org/medientyp/mt002,http://ddb.vocnet.org/sparte/sparte006,Plattenhülle,1,WEH5EZ2WMOAPS34KUPXPRFLVQ4RTZZYH,true
http://ddb.vocnet.org/medientyp/mt002,http://ddb.vocnet.org/sparte/sparte006,Poesiealbum,1,7RTVJOGLDG777ESLVHHBAV35LI6RLCFZ,true
http://ddb.vocnet.org/medientyp/mt002,http://ddb.vocnet.org/sparte/sparte006,Politische Infopostkarte,1,WBMVOBSDG775V6MO5BJF5XURG32GUBY2,true
http://ddb.vocnet.org/medientyp/mt002,http://ddb.vocnet.org/sparte/sparte006,Portrait,2,IGPQENTMNGQ2IJRDIW6WL3YVYMNVDVWG,true
http://ddb.vocnet.org/medientyp/mt002,http://ddb.vocnet.org/sparte/sparte006,Porträt,14,http://d-nb.info/gnd/4006627-7,true
http://ddb.vocnet.org/medientyp/mt002,http://ddb.vocnet.org/sparte/sparte006,Porträtfoto,2,7QTVMEZ3XMXZN32AOQ4ZORNUW63SEYW7,true
http://ddb.vocnet.org/medientyp/mt002,http://ddb.vocnet.org/sparte/sparte006,Porträtfotografie,1,http://d-nb.info/gnd/4046840-9,true
http://ddb.vocnet.org/medientyp/mt002,http://ddb.vocnet.org/sparte/sparte006,Porträtpostkarte,2,V3MHDNGMSXXN2FEFIGCQH3GSN44AJLF6,true
http://ddb.vocnet.org/medientyp/mt002,http://ddb.vocnet.org/sparte/sparte006,Porträttasse,1,CSD4XVASBX5RBSB5EREVSOOZKSWFKPDD,true
http://ddb.vocnet.org/medientyp/mt002,http://ddb.vocnet.org/sparte/sparte006,Positiv,16,http://d-nb.info/gnd/4141215-1,true
http://ddb.vocnet.org/medientyp/mt002,http://ddb.vocnet.org/sparte/sparte006,Postkarte,46,DT6RCVXG5PR73B77I2N26PCS6MLKM7EI,true
http://ddb.vocnet.org/medientyp/mt002,http://ddb.vocnet.org/sparte/sparte006,Postkarte (Aquarell Goethes 1828),1,LB6UGBJWWKDT7YCJR7NAP3WGWY2RHZ6P,true
http://ddb.vocnet.org/medientyp/mt002,http://ddb.vocnet.org/sparte/sparte006,Preis,4,QFXP7EQLNIJU7XLW3MDKOLF3GTER2LDQ,true
http://ddb.vocnet.org/medientyp/mt002,http://ddb.vocnet.org/sparte/sparte006,Pritschenfuß,1,7UE62XPQRI6Z2UPMSYU2WY3KA7OHF26G,true
http://ddb.vocnet.org/medientyp/mt002,http://ddb.vocnet.org/sparte/sparte006,Probenfoto,2,244ZXOG7ARLMABAYCYVOXRHHNQUYH625,true
http://ddb.vocnet.org/medientyp/mt002,http://ddb.vocnet.org/sparte/sparte006,Profangrafik,1,4TKKT23H4N77H6RPNJKJ7NL37MK36QK6,true
http://ddb.vocnet.org/medientyp/mt002,http://ddb.vocnet.org/sparte/sparte006,Profangrafiken in Bildermappe,1,R5QT6WRRSEKJOMXJRRJL2Z3EB7CAKNN3,true
http://ddb.vocnet.org/medientyp/mt002,http://ddb.vocnet.org/sparte/sparte006,Programm,10,OVIQHOEJ66O2PMYPVNNQB2WCV7OAH44L,true
http://ddb.vocnet.org/medientyp/mt002,http://ddb.vocnet.org/sparte/sparte006,Programmheft,32,2YPIWEEZRBDB7CCGJNWXCLBX5SZHVYFZ,true
http://ddb.vocnet.org/medientyp/mt002,http://ddb.vocnet.org/sparte/sparte006,Programmheft XI,1,BY2CJC42E55JNMFBTXJ2GKIOCNRIDX5O,true
http://ddb.vocnet.org/medientyp/mt002,http://ddb.vocnet.org/sparte/sparte006,Programmheft XII,1,PY4S4HRAFJSQKUJEVRHMBSQXV7LAW4GN,true
http://ddb.vocnet.org/medientyp/mt002,http://ddb.vocnet.org/sparte/sparte006,Programmheft XVII,1,FIB6WVDNCQIFAQEYB4YOMDV7E22RP5YS,true
http://ddb.vocnet.org/medientyp/mt002,http://ddb.vocnet.org/sparte/sparte006,Programmheft XXV Spielzeit 1997/98,1,BHFGPPYHSGQ4DFGFR2CASNAZIYW22YDN,true
http://ddb.vocnet.org/medientyp/mt002,http://ddb.vocnet.org/sparte/sparte006,Propagandaplakat,2,SZU4RZ3OBUKGD5L23QYUVKBWC5L2KNM2,true
http://ddb.vocnet.org/medientyp/mt002,http://ddb.vocnet.org/sparte/sparte006,Propagandaschrift,1,DDT6GU5AHYKWYOB4HH3GL734OAUVK4BT,true
http://ddb.vocnet.org/medientyp/mt002,http://ddb.vocnet.org/sparte/sparte006,Prägewerkzeug,4,ZAVPKRHD6JLCPMODYSAQNAK2GVUYX5QQ,true
http://ddb.vocnet.org/medientyp/mt002,http://ddb.vocnet.org/sparte/sparte006,Punktierstich,4,AOQ7M56UWOXTTMNIKB5QJN6KWQYI4UQW,true
http://ddb.vocnet.org/medientyp/mt002,http://ddb.vocnet.org/sparte/sparte006,Quittung,1,3TD4CSIYFT63IKJ75CQQW5LGOU7NVUTV,true
http://ddb.vocnet.org/medientyp/mt002,http://ddb.vocnet.org/sparte/sparte006,Radierung,9,M2YUBJE4U7BPEEBOJ5QYCUG7VMALQKXH,true
http://ddb.vocnet.org/medientyp/mt002,http://ddb.vocnet.org/sparte/sparte006,Raumschmuck,2,JUFOA6ER72QU2LN64MNCFGY4OUE7TUJV,true
http://ddb.vocnet.org/medientyp/mt002,http://ddb.vocnet.org/sparte/sparte006,Reiseführer,1,KOHKGVNGAW4DRYN63ZESFXNZMNSSGX54,true
http://ddb.vocnet.org/medientyp/mt002,http://ddb.vocnet.org/sparte/sparte006,Relief,7,http://vocab.getty.edu/aat/300047230,true
http://ddb.vocnet.org/medientyp/mt002,http://ddb.vocnet.org/sparte/sparte006,Repro,2,RTIWJJR73OXZ2CJQKBZA3CZDIMMVIPEH,true
http://ddb.vocnet.org/medientyp/mt002,http://ddb.vocnet.org/sparte/sparte006,Reprofotografie,15,3LTFXDBB5V3PVFJPT5TN5CDJMNMCVNFS,true
http://ddb.vocnet.org/medientyp/mt002,http://ddb.vocnet.org/sparte/sparte006,Reprografie,2,Y74KVX7VD2NDUT42WEWEXZ54BRXZZBQT,true
http://ddb.vocnet.org/medientyp/mt002,http://ddb.vocnet.org/sparte/sparte006,Rezept,1,http://d-nb.info/gnd/4120926-6,true
http://ddb.vocnet.org/medientyp/mt002,http://ddb.vocnet.org/sparte/sparte006,Rollenporträt,22,Y5I7J3JRWJUN6ZMCISQV6BVF3DYL5AYT,true
http://ddb.vocnet.org/medientyp/mt002,http://ddb.vocnet.org/sparte/sparte006,Rosenkranz,1,MJTDF7YANALPCZTA4GQ22OWPW7F4YLJ5,true
http://ddb.vocnet.org/medientyp/mt002,http://ddb.vocnet.org/sparte/sparte006,Rundplastik (Skulptur),1,U62WYOM4WB6VT7ZPXYSIUIUBYKRZWLJK,true
http://ddb.vocnet.org/medientyp/mt002,http://ddb.vocnet.org/sparte/sparte006,"Rundplastik, männlich (Skulptur / Rundplastik)",1,NXRUQPKMO7CIGYQDJIWG57R7B3UR5ROO,true
http://ddb.vocnet.org/medientyp/mt002,http://ddb.vocnet.org/sparte/sparte006,Rundschild,1,http://d-nb.info/gnd/4245388-4,true
http://ddb.vocnet.org/medientyp/mt002,http://ddb.vocnet.org/sparte/sparte006,SW-Foto,4,AIADDGUW27J7AN3A6FDBOPFVVKGNHM2Z,true
http://ddb.vocnet.org/medientyp/mt002,http://ddb.vocnet.org/sparte/sparte006,Sammelbilder,1,6A7JN2WHJDEWKFWBZAL2I3EHHSQCVPL7,true
http://ddb.vocnet.org/medientyp/mt002,http://ddb.vocnet.org/sparte/sparte006,Sammelordner,1,Y2K7HOYVRZRGXGJWHTEX3Q4JCCCFD7H4,true
http://ddb.vocnet.org/medientyp/mt002,http://ddb.vocnet.org/sparte/sparte006,Sarg/Sarkophag (Grabausstattung),1,HT3B4ETK6VLM2WDDYGMISAR23BJTE3RY,true
http://ddb.vocnet.org/medientyp/mt002,http://ddb.vocnet.org/sparte/sparte006,Satirezeitschrift,1,U2WNBYG2TBDPOD5H7UFZYZBNF6HMENJP,true
http://ddb.vocnet.org/medientyp/mt002,http://ddb.vocnet.org/sparte/sparte006,Satirisches Flugblatt,2,OQOKN7QOPTRTACMCAJRRLD2BENQGSRXG,true
http://ddb.vocnet.org/medientyp/mt002,http://ddb.vocnet.org/sparte/sparte006,Schale <Gefäß>,1,http://d-nb.info/gnd/4121610-6,true
http://ddb.vocnet.org/medientyp/mt002,http://ddb.vocnet.org/sparte/sparte006,Schallplatte,1,AVTKN75244CXR7YGWDXCBUNR6HU47NMK,true
http://ddb.vocnet.org/medientyp/mt002,http://ddb.vocnet.org/sparte/sparte006,Scharnierfibel,1,U5ABMQDOMOD4FX2HQWJXRHZGFYKSEC4K,true
http://ddb.vocnet.org/medientyp/mt002,http://ddb.vocnet.org/sparte/sparte006,Schaustellerzettel,1,Q3DAPJ5D74L4RK54CISGOK6PK67GDQ6B,true
http://ddb.vocnet.org/medientyp/mt002,http://ddb.vocnet.org/sparte/sparte006,Schellackplatte,1,XCHEVKCSSVPV776IYXE26ZP7V4XYHRFB,true
http://ddb.vocnet.org/medientyp/mt002,http://ddb.vocnet.org/sparte/sparte006,Schlittschuh,1,http://d-nb.info/gnd/4215076-0,true
http://ddb.vocnet.org/medientyp/mt002,http://ddb.vocnet.org/sparte/sparte006,Schlossdarstellung,1,AK7ARQ5ZN77NN7AZAGILZHL47M7GSRFC,true
http://ddb.vocnet.org/medientyp/mt002,http://ddb.vocnet.org/sparte/sparte006,"Schmuck / Trachtelement
							(Nadel)",1,UUVOSEECTCYXIX2YPVGYELF5BYWC4LVX,true
http://ddb.vocnet.org/medientyp/mt002,http://ddb.vocnet.org/sparte/sparte006,Schreibschatulle,1,RDMP6NHN2AGTRUQBP665H6R3TJNJVAJU,true
http://ddb.vocnet.org/medientyp/mt002,http://ddb.vocnet.org/sparte/sparte006,Schriftgut,1,O52LGZVDXQEINZ2LIWY4B4HIZT3US3C2,true
http://ddb.vocnet.org/medientyp/mt002,http://ddb.vocnet.org/sparte/sparte006,Schriftplakate,5,NQ4J3DPY4K5VVRAYS76E2PVKFN3D74F6,true
http://ddb.vocnet.org/medientyp/mt002,http://ddb.vocnet.org/sparte/sparte006,Schriftproben (3),1,7M4IM4WK2HDK4HWASB6PDDKLTK5QM4H6,true
http://ddb.vocnet.org/medientyp/mt002,http://ddb.vocnet.org/sparte/sparte006,Schuber mit kleinen Leseheftchen,1,RCEA5QHS7M24TO7NXLGYCU5IN2EIY2OA,true
http://ddb.vocnet.org/medientyp/mt002,http://ddb.vocnet.org/sparte/sparte006,Schulbuch,1,3EUVIIKEIR2WSSDJP7JW5C7ZTIQ5DKOK,true
http://ddb.vocnet.org/medientyp/mt002,http://ddb.vocnet.org/sparte/sparte006,Schulhefte (9),1,3DULVOBKKIJCSWR7AKBT4H2HO6DBW3N4,true
http://ddb.vocnet.org/medientyp/mt002,http://ddb.vocnet.org/sparte/sparte006,Schulwandbild Biologie,2,ZFD6IGQYXEOVRIMHXIDVWGQLY4JMUJHX,true
http://ddb.vocnet.org/medientyp/mt002,http://ddb.vocnet.org/sparte/sparte006,"Schulwandbild Biologie (Eisvogel,
                            Neuntöter)",1,Y2CCIICAOCLF7PLHS35LZUE3MDF52MLU,true
http://ddb.vocnet.org/medientyp/mt002,http://ddb.vocnet.org/sparte/sparte006,"Schulwandbild Geschichte (Der Neue
                            Schulmann Nr. 4008)",1,TE2BI3DKS2ZLXM6GKSDZHN47B4YKOKM2,true
http://ddb.vocnet.org/medientyp/mt002,http://ddb.vocnet.org/sparte/sparte006,"Schulwandbild Geschichte (Geschichte
                            als Gegenwart 22)",1,N2BUDMB4DYCZFYA4SEEMSQWH7YPASEG5,true
http://ddb.vocnet.org/medientyp/mt002,http://ddb.vocnet.org/sparte/sparte006,Schwarzweißfotografie,1,76IEDQUFL5WPYN64EOMIMX3NVKOG74J5,true
http://ddb.vocnet.org/medientyp/mt002,http://ddb.vocnet.org/sparte/sparte006,Serienschein,3,NQWLNPELZGC77X4SOJDLKB4XXQ4BT2PD,true
http://ddb.vocnet.org/medientyp/mt002,http://ddb.vocnet.org/sparte/sparte006,Serienscheine amtl.,9,USBZZRCXMKXB2JHKKXWHCMZITYT7WLIE,true
http://ddb.vocnet.org/medientyp/mt002,http://ddb.vocnet.org/sparte/sparte006,Service,1,ZUMK5YREUF6SBEIZWOWJSHKTGUTH2TZ3,true
http://ddb.vocnet.org/medientyp/mt002,http://ddb.vocnet.org/sparte/sparte006,Siegellack,2,5HJ67N23RVXPLFBTGTZI2ZZ74CDPOY7D,true
http://ddb.vocnet.org/medientyp/mt002,http://ddb.vocnet.org/sparte/sparte006,Silhouette,1,WQ7END5HMDXFMDB3EQ4MSYXJAXCWOAKV,true
http://ddb.vocnet.org/medientyp/mt002,http://ddb.vocnet.org/sparte/sparte006,Sitzstatuette,1,PNO5OUQUYPT5PZW4C4V3YLIEL4SGL4YG,true
http://ddb.vocnet.org/medientyp/mt002,http://ddb.vocnet.org/sparte/sparte006,Skizze,14,http://d-nb.info/gnd/4181668-7,true
http://ddb.vocnet.org/medientyp/mt002,http://ddb.vocnet.org/sparte/sparte006,Skizzenbuch,15,http://d-nb.info/gnd/4055251-2,true
http://ddb.vocnet.org/medientyp/mt002,http://ddb.vocnet.org/sparte/sparte006,Skulptur,24,http://d-nb.info/gnd/4046277-8,true
http://ddb.vocnet.org/medientyp/mt002,http://ddb.vocnet.org/sparte/sparte006,"Skulptur (visuelles
                            Werk)",2,http://vocab.getty.edu/aat/300047090,true
http://ddb.vocnet.org/medientyp/mt002,http://ddb.vocnet.org/sparte/sparte006,Skulptur (visuelles Werk),5,http://vocab.getty.edu/aat/300047090,true
http://ddb.vocnet.org/medientyp/mt002,http://ddb.vocnet.org/sparte/sparte006,Spendenabzeichen,2,UHY7YJYZ3IBDFMQL63TQG5N2SEW42XYK,true
http://ddb.vocnet.org/medientyp/mt002,http://ddb.vocnet.org/sparte/sparte006,Spielfigur,1,5OTNA5XA246KTDXMO5XJTHASS3MNH6MJ,true
http://ddb.vocnet.org/medientyp/mt002,http://ddb.vocnet.org/sparte/sparte006,Spruchblatt,1,SRZMLDCHQQVPQUXYCKXLLFULSZSYZEIP,true
http://ddb.vocnet.org/medientyp/mt002,http://ddb.vocnet.org/sparte/sparte006,Spruchpostkarte,5,RF6AI3CACNE4L3TB2YPR4CISF6PJRXTY,true
http://ddb.vocnet.org/medientyp/mt002,http://ddb.vocnet.org/sparte/sparte006,Stahlstich,11,http://d-nb.info/gnd/4128040-4,true
http://ddb.vocnet.org/medientyp/mt002,http://ddb.vocnet.org/sparte/sparte006,Stammbuch,1,G4YPJVVSUNSZRY6LCDQ4JFUW5GV7KKA4,true
http://ddb.vocnet.org/medientyp/mt002,http://ddb.vocnet.org/sparte/sparte006,Statue (Rundbild),4,E6OIK3H6RLSXJ42PV4A5CJYFIIOYKNIW,true
http://ddb.vocnet.org/medientyp/mt002,http://ddb.vocnet.org/sparte/sparte006,Statuette,7,Z2AA5P6NOYN4XQZFCU5WDA5RGPV3NGYY,true
http://ddb.vocnet.org/medientyp/mt002,http://ddb.vocnet.org/sparte/sparte006,Statuette (Rundbild),4,OYZMUY3RXZPGTDBOD4F3A7XPU5HEDD7U,true
http://ddb.vocnet.org/medientyp/mt002,http://ddb.vocnet.org/sparte/sparte006,Statuettengruppe,3,LEHHEJ4WUPB5U332MZJNX6CT6SUIXQ3G,true
http://ddb.vocnet.org/medientyp/mt002,http://ddb.vocnet.org/sparte/sparte006,Stempel,1,http://d-nb.info/gnd/4183099-4,true
http://ddb.vocnet.org/medientyp/mt002,http://ddb.vocnet.org/sparte/sparte006,Stereofoto,6,CQ2EXCUAI2ZHKTDZ7DOMJQAMERBF3SUF,true
http://ddb.vocnet.org/medientyp/mt002,http://ddb.vocnet.org/sparte/sparte006,Stereoskopie,2,http://vocab.getty.edu/aat/300380031,true
http://ddb.vocnet.org/medientyp/mt002,http://ddb.vocnet.org/sparte/sparte006,Stickmustervorlage,1,2GCVGRJIOMNGAM4XZX5X7C7YE6KCC6TQ,true
http://ddb.vocnet.org/medientyp/mt002,http://ddb.vocnet.org/sparte/sparte006,Studie,7,http://d-nb.info/gnd/1041355866,true
http://ddb.vocnet.org/medientyp/mt002,http://ddb.vocnet.org/sparte/sparte006,Stuhl,8,FKWLFITSRQAAQZCDBLTTDNGAISSDAT56,true
http://ddb.vocnet.org/medientyp/mt002,http://ddb.vocnet.org/sparte/sparte006,Stundenplan,1,KRAJ4U25V2JU4LDAAMJ37BYSNIXCJDBC,true
http://ddb.vocnet.org/medientyp/mt002,http://ddb.vocnet.org/sparte/sparte006,Städtemedaille,3,AXNFJDYBFMHF4MNIEXUUGXVLCIEM46UU,true
http://ddb.vocnet.org/medientyp/mt002,http://ddb.vocnet.org/sparte/sparte006,Szenenfoto,13,736TYN6SQQ3B7FY6ZQ7RXRUDJFGZ2MO4,true
http://ddb.vocnet.org/medientyp/mt002,http://ddb.vocnet.org/sparte/sparte006,Tagebuch,1,http://d-nb.info/gnd/4058900-6,true
http://ddb.vocnet.org/medientyp/mt002,http://ddb.vocnet.org/sparte/sparte006,Tageszeitung,1,FPI3ISEQWLZYNY2ICNDE5BVK7ZH5ND5R,true
http://ddb.vocnet.org/medientyp/mt002,http://ddb.vocnet.org/sparte/sparte006,Taler,2,http://vocab.getty.edu/aat/300412168,true
http://ddb.vocnet.org/medientyp/mt002,http://ddb.vocnet.org/sparte/sparte006,Tanzkarte,1,4CK3KES67NG4F3ECE4RR2BWED6QNYIM4,true
http://ddb.vocnet.org/medientyp/mt002,http://ddb.vocnet.org/sparte/sparte006,Tarnschrift,1,7463IZ6BCQA22QK2RCH3M57E5O3AZ5NV,true
http://ddb.vocnet.org/medientyp/mt002,http://ddb.vocnet.org/sparte/sparte006,Temperabild,1,7TE7SWNVAMGEPXX7QPBPF52TNCTGTSRM,true
http://ddb.vocnet.org/medientyp/mt002,http://ddb.vocnet.org/sparte/sparte006,Text,9,3BJALN4SKMOIPVGHANOH7Q4DHTMT2H5P,true
http://ddb.vocnet.org/medientyp/mt002,http://ddb.vocnet.org/sparte/sparte006,Text-Noten-Blatt,1,MAGQEEMYYBR7WO5W2BCCXZXSH3ALNRB5,true
http://ddb.vocnet.org/medientyp/mt002,http://ddb.vocnet.org/sparte/sparte006,Textbeilage,2,IVQ25K3HR7KGDTYNRRGZQT7LEHOPPEI2,true
http://ddb.vocnet.org/medientyp/mt002,http://ddb.vocnet.org/sparte/sparte006,Textsammlung,1,J5MSVU4LZF7EMEJRPXJWOF54NSZXPOH7,true
http://ddb.vocnet.org/medientyp/mt002,http://ddb.vocnet.org/sparte/sparte006,Theaterfotografie,1,RF6BT3I6S4PQDHJSMDZAKKTVBJXAZ5DC,true
http://ddb.vocnet.org/medientyp/mt002,http://ddb.vocnet.org/sparte/sparte006,Theaterkostüm,2,LWA3KJDXRJPSJ6E53FUFPGFWJBYQY466,true
http://ddb.vocnet.org/medientyp/mt002,http://ddb.vocnet.org/sparte/sparte006,Theaterplakat,1,F6SI4P65QJYNHLWTZ3BYYNTNDT3CU5NF,true
http://ddb.vocnet.org/medientyp/mt002,http://ddb.vocnet.org/sparte/sparte006,Theaterprogramm,5,KZSX53CCL7FAT7U6SAYH7AP56VRLE4XL,true
http://ddb.vocnet.org/medientyp/mt002,http://ddb.vocnet.org/sparte/sparte006,Theaterzettel,2,IEFTHE3PU3AP3ZSJ7F7NWQLSZTEXMYPG,true
http://ddb.vocnet.org/medientyp/mt002,http://ddb.vocnet.org/sparte/sparte006,Tisch,1,ZYWLP7VUVEDWSQDHSV6YFPGU73VHEA37,true
http://ddb.vocnet.org/medientyp/mt002,http://ddb.vocnet.org/sparte/sparte006,Tonband,1,RWWHR47PXORPWMTUV5XADFWJXCQ545EK,true
http://ddb.vocnet.org/medientyp/mt002,http://ddb.vocnet.org/sparte/sparte006,Traueranzeige,1,MNZ4RWCLRJPLICZBS26CWRYQIJLMTK6T,true
http://ddb.vocnet.org/medientyp/mt002,http://ddb.vocnet.org/sparte/sparte006,Trauergedicht,1,ZJ6GL3ARI7RHO574O3CKYGY35UCV7TEY,true
http://ddb.vocnet.org/medientyp/mt002,http://ddb.vocnet.org/sparte/sparte006,Typoskript,4,764MR4EA5KZUZZUE4237FN7JWJGAXACK,true
http://ddb.vocnet.org/medientyp/mt002,http://ddb.vocnet.org/sparte/sparte006,Umschlag,1,FAJE723DCPJJLVS5O3TVNW3XO3VZ6H7J,true
http://ddb.vocnet.org/medientyp/mt002,http://ddb.vocnet.org/sparte/sparte006,Unterhaltungsblatt,1,QY3WSTSURL3TOU53FTA2KMRDSGEZDNTC,true
http://ddb.vocnet.org/medientyp/mt002,http://ddb.vocnet.org/sparte/sparte006,Urkunde,2,HLFSAGVVKBBT54XYY6KT4CCKPYGXG3BF,true
http://ddb.vocnet.org/medientyp/mt002,http://ddb.vocnet.org/sparte/sparte006,Veranstaltungspostkarte,2,3TQTE4D7LK4NOGDHXEVUAVT5RXO7VZDO,true
http://ddb.vocnet.org/medientyp/mt002,http://ddb.vocnet.org/sparte/sparte006,Veranstaltungsprogramm,1,EE5D6T23KNY23RJXASNASTHPP24R7W3D,true
http://ddb.vocnet.org/medientyp/mt002,http://ddb.vocnet.org/sparte/sparte006,Video,1,KK74ECKRT2Z3DGRFNV6TXIMGTXREQBBX,true
http://ddb.vocnet.org/medientyp/mt002,http://ddb.vocnet.org/sparte/sparte006,Visitenkarte,3,QXKPOHQUMHXOW7BEVN6GD7UPS75Y2QWH,true
http://ddb.vocnet.org/medientyp/mt002,http://ddb.vocnet.org/sparte/sparte006,Volkslied,1,IQTEYFLCDGEGXA4WDF7C7ILB5CYXFQM6,true
http://ddb.vocnet.org/medientyp/mt002,http://ddb.vocnet.org/sparte/sparte006,Vorlass,1,BA7OOAR6TODK7S4NBZRNNGACZ2RVDYLT,true
http://ddb.vocnet.org/medientyp/mt002,http://ddb.vocnet.org/sparte/sparte006,Wandbild,2,FDRPNJAJXAH6F2IJ57QBGKDSNAS56BTG,true
http://ddb.vocnet.org/medientyp/mt002,http://ddb.vocnet.org/sparte/sparte006,Wasserbarometer,1,FOBYUWDUQ2YGUYMJIAQZB2UBBSLA4OGP,true
http://ddb.vocnet.org/medientyp/mt002,http://ddb.vocnet.org/sparte/sparte006,Wasserfarbe,2,http://vocab.getty.edu/aat/300015045,true
http://ddb.vocnet.org/medientyp/mt002,http://ddb.vocnet.org/sparte/sparte006,Weihnachtskarte,4,5M4MINASH6FWST6D2MKTPOKXU4IXEVZW,true
http://ddb.vocnet.org/medientyp/mt002,http://ddb.vocnet.org/sparte/sparte006,Weihrelief,1,EBZXMS5HUXAXZMLVCPOVCCULGC5YK3P5,true
http://ddb.vocnet.org/medientyp/mt002,http://ddb.vocnet.org/sparte/sparte006,Werbepostkarte,1,UBDAGXQKBOH3KPTKKFHRXDB5YLEJN6TV,true
http://ddb.vocnet.org/medientyp/mt002,http://ddb.vocnet.org/sparte/sparte006,Wetterglas,1,5LBMKPMHQLRR4MFJ7S6EIPLZGTIOYTEV,true
http://ddb.vocnet.org/medientyp/mt002,http://ddb.vocnet.org/sparte/sparte006,Widmung,1,C4VD73Y4Z5DLWACTTQOBVKA2LSYKB34W,true
http://ddb.vocnet.org/medientyp/mt002,http://ddb.vocnet.org/sparte/sparte006,Wochenzeitschrift,1,MJJJZS73VL4IHYATYGHUL4RTV7M63NTQ,true
http://ddb.vocnet.org/medientyp/mt002,http://ddb.vocnet.org/sparte/sparte006,Wochenzeitung,1,UWKILRMZWGYGKHM55KNM5TLZZ7VPG3DJ,true
http://ddb.vocnet.org/medientyp/mt002,http://ddb.vocnet.org/sparte/sparte006,Zeichnung,3167,http://vocab.getty.edu/aat/300033973,true
http://ddb.vocnet.org/medientyp/mt002,http://ddb.vocnet.org/sparte/sparte006,Zeichnung (Kunst),1,http://vocab.getty.edu/aat/300033973,true
http://ddb.vocnet.org/medientyp/mt002,http://ddb.vocnet.org/sparte/sparte006,"Zeichnung, Collage",1,6YDEE6UKEDY4QQ5GEF3KLXO54UJG4LF6,true
http://ddb.vocnet.org/medientyp/mt002,http://ddb.vocnet.org/sparte/sparte006,"Zeichnung, Druckgraphik",1,HCXUGL6O3QDH2F6YTIVH3QUQDM5WIHH7,true
http://ddb.vocnet.org/medientyp/mt002,http://ddb.vocnet.org/sparte/sparte006,Zeichnung/Druckgrafik,16,3BNNRTYZSY4FCKA24I3LYR5RRRUJX2QJ,true
http://ddb.vocnet.org/medientyp/mt002,http://ddb.vocnet.org/sparte/sparte006,Zeichnungen,7,BT4BRIUBAIVZ4YMOEYWENAZPU3WHLCXS,true
http://ddb.vocnet.org/medientyp/mt002,http://ddb.vocnet.org/sparte/sparte006,Zeitschrift,6,2XRDJJHV2SG7PSJV2WPF6HRYQLHRAVMQ,true
http://ddb.vocnet.org/medientyp/mt002,http://ddb.vocnet.org/sparte/sparte006,Zeitung,5,DSKE7OEYVJX7VI7LZR67ZGOCEGXKGKTX,true
http://ddb.vocnet.org/medientyp/mt002,http://ddb.vocnet.org/sparte/sparte006,Zeitungs-Telegramm,1,OR3MBCZYCNU5LAK4STR7DFY4FZ7LZT4O,true
http://ddb.vocnet.org/medientyp/mt002,http://ddb.vocnet.org/sparte/sparte006,Zeitungsausschnitt,2,UPZ2RG7WLEANUIOIOYZMR6SXO6KDWSMN,true
http://ddb.vocnet.org/medientyp/mt002,http://ddb.vocnet.org/sparte/sparte006,Zeugnis,1,LCFAGZZ2TIIK5AEAWNBXLQTUBZAQPYLM,true
http://ddb.vocnet.org/medientyp/mt002,http://ddb.vocnet.org/sparte/sparte006,Zyklus,28,http://vocab.getty.edu/aat/300184300,true
http://ddb.vocnet.org/medientyp/mt002,http://ddb.vocnet.org/sparte/sparte006,rechter Fausthandschuh,1,7XXL5RSMJKW2Y7GW6YZLCOKXT6WOTJEZ,true
http://ddb.vocnet.org/medientyp/mt002,http://ddb.vocnet.org/sparte/sparte006,"schulwandbild Literatur (L.
                            9)",1,CFZJDGW6X3442RDBKXIBSUAWFQEHQE5C,true
http://ddb.vocnet.org/medientyp/mt002,http://ddb.vocnet.org/sparte/sparte006,"Ōban-Einzelblatt, beschnitten",1,VZUUEJ6XANLDXXYACFT2JOC4ICVY7B7U,true
http://ddb.vocnet.org/medientyp/mt002,http://ddb.vocnet.org/sparte/sparte007,Bronzeplastik,1,R7IPGOGNMJ7ZM4VBPY7IKD6GQ5SUG7E6,true
http://ddb.vocnet.org/medientyp/mt002,http://ddb.vocnet.org/sparte/sparte007,Bronzerelief,1,2QLOVW5YFDNP6NS2AFHNMYNWLOTJ62UH,true
http://ddb.vocnet.org/medientyp/mt002,http://ddb.vocnet.org/sparte/sparte007,Buch,1,http://vocab.getty.edu/aat/300028051,true
http://ddb.vocnet.org/medientyp/mt002,http://ddb.vocnet.org/sparte/sparte007,Collage,3,http://d-nb.info/gnd/4010384-5,true
http://ddb.vocnet.org/medientyp/mt002,http://ddb.vocnet.org/sparte/sparte007,Denkmal,1,V5KVV6GF3HOR5JUUNKSUEK5AWX473EKP,true
