mediatype,sector,dc_type_de,dc_type_en,dnb_uri,rdf_type_w,rdf_type_e,rdf_type_m,rdf_type_i,source_vocab,notes
http://ddb.vocnet.org/medientyp/mt001,any,default,Default,,,,https://w3id.org/ac-ontology/aco#AudioManifestation,,aco,"Except when type is Foto, Archivalie"
http://ddb.vocnet.org/medientyp/mt001,any,Audiofile,Audio File,https://d-nb.info/gnd/7658708-3,,,https://w3id.org/ac-ontology/aco#AudioManifestation,,aco,Often recordings of theater performances.
http://ddb.vocnet.org/medientyp/mt001,any,Band,Volume,,,,https://w3id.org/ac-ontology/aco#AudioManifestation,,aco,Often an audio book. Inhaltsverzeichnis view field is the corresponding gnd:Werk
http://ddb.vocnet.org/medientyp/mt001,any,CD,CD,http://d-nb.info/gnd/4522869-3,http://purl.org/ontology/mo/MusicalWork,,http://purl.org/ontology/mo/MusicalManifestation,,mo,
http://ddb.vocnet.org/medientyp/mt001,any,Folie,Phonographic Foil,,http://purl.org/ontology/mo/MusicalWork,,http://purl.org/ontology/mo/MusicalManifestation,,mo,Usual topic: Lied or Song
http://ddb.vocnet.org/medientyp/mt001,any,Hörfunksendung,Radio Ads,https://d-nb.info/gnd/4160384-9,,,https://w3id.org/ac-ontology/aco#AudioManifestation,,aco,
http://ddb.vocnet.org/medientyp/mt001,any,Inszenierung,Stage Production,https://d-nb.info/gnd/4027223-0,,,https://w3id.org/ac-ontology/aco#AudioManifestation,,aco,Often recordings of theater performances.
http://ddb.vocnet.org/medientyp/mt001,any,Interview,Interview,http://d-nb.info/gnd/4027503-6,,,https://w3id.org/ac-ontology/aco#AudioManifestation,,aco,
http://ddb.vocnet.org/medientyp/mt001,any,Langspielplatte,Long Play Disc,https://d-nb.info/gnd/4137299-2,http://purl.org/ontology/mo/MusicalWork,,http://purl.org/ontology/mo/MusicalManifestation,,mo,Usual topic: Oper or Opera
http://ddb.vocnet.org/medientyp/mt001,http://ddb.vocnet.org/sparte/sparte004,Magnettonband,Tape Record,https://d-nb.info/gnd/4036989-4,,,https://w3id.org/ac-ontology/aco#AudioManifestation,,aco,sec_04 (Museum); topic: Mono; Audio books
http://ddb.vocnet.org/medientyp/mt001,http://ddb.vocnet.org/sparte/sparte006,Magnettonband / Vortrag,Tape Record,https://d-nb.info/gnd/4036989-4,,,https://w3id.org/ac-ontology/aco#AudioManifestation,,aco,May also be written as Vortäge
http://ddb.vocnet.org/medientyp/mt001,http://ddb.vocnet.org/sparte/sparte006,Kardiologie,Tape Record,https://d-nb.info/gnd/4114141-6,,,https://w3id.org/ac-ontology/aco#AudioManifestation,,aco,this is a topic with objecttype Magnettonband
http://ddb.vocnet.org/medientyp/mt001,http://ddb.vocnet.org/sparte/sparte004,Mono,Mono,,,,https://w3id.org/ac-ontology/aco#AudioManifestation,,aco,
http://ddb.vocnet.org/medientyp/mt001,any,Monografie,Monography,https://d-nb.info/gnd/4454906-4,,,https://w3id.org/ac-ontology/aco#AudioManifestation,,aco,
http://ddb.vocnet.org/medientyp/mt001,http://ddb.vocnet.org/sparte/sparte004,Platte,Disc,,,,https://w3id.org/ac-ontology/aco#AudioManifestation,,aco,
http://ddb.vocnet.org/medientyp/mt001,any,Schallfolie,Phonographic Foil,,http://purl.org/ontology/mo/MusicalWork,,http://purl.org/ontology/mo/MusicalManifestation,,mo,"Other topics of Schallfolie, such as Sprechplatte, are defined under the key, Sprechplatte."
http://ddb.vocnet.org/medientyp/mt001,any,Schallplatte,Phonograph Record,https://d-nb.info/gnd/4052032-8,http://purl.org/ontology/mo/MusicalWork,,http://purl.org/ontology/mo/MusicalManifestation,,mo,https://d-nb.info/gnd/4052032-8
http://ddb.vocnet.org/medientyp/mt001,any,Schellackplatte,Gramophone Record,http://d-nb.info/gnd/4135113-7,http://purl.org/ontology/mo/MusicalWork,,http://purl.org/ontology/mo/MusicalManifestation,,mo,
http://ddb.vocnet.org/medientyp/mt001,any,Sprechplatte,Speech Record,https://d-nb.info/gnd/4270582-4,,,https://w3id.org/ac-ontology/aco#AudioManifestation,,aco,This is for specific topic to handle other types of Schallfolie
http://ddb.vocnet.org/medientyp/mt001,http://ddb.vocnet.org/sparte/sparte004,Stereo,Stereo,,,,https://w3id.org/ac-ontology/aco#AudioManifestation,,aco,
http://ddb.vocnet.org/medientyp/mt001,http://ddb.vocnet.org/sparte/sparte006,Ton,Record,,http://purl.org/ontology/mo/MusicalWork,,http://purl.org/ontology/mo/MusicalManifestation,,mo,
http://ddb.vocnet.org/medientyp/mt001,any,Tonaufnahme,Audio Recording,http://vocab.getty.edu/aat/300028633,,,https://w3id.org/ac-ontology/aco#AudioManifestation,,aco,"Usual Topics: Tierstimme, Industriegeräusche, Lesung, Interview"
http://ddb.vocnet.org/medientyp/mt001,any,Tondokument,Audio Document,,http://purl.org/ontology/mo/MusicalWork,,http://purl.org/ontology/mo/MusicalManifestation,,mo,Usual Topic: Feldaufnahme or Field Recording of Musical Ethonology
http://ddb.vocnet.org/medientyp/mt001,any,Tondokumente,Audio Documents,,,,https://w3id.org/ac-ontology/aco#AudioManifestation,,aco,3 instances with recordings of a city council meeting proceedings
http://ddb.vocnet.org/medientyp/mt002,http://ddb.vocnet.org/sparte/sparte006,Zeichnung,,http://d-nb.info/gnd/4127900-1,http://purl.org/vra/Work,,,,vra,2D artwork — sparte006
http://ddb.vocnet.org/medientyp/mt002,http://ddb.vocnet.org/sparte/sparte006,Druckgraphik,,http://d-nb.info/gnd/4021845-4,http://purl.org/vra/Work,,,,vra,2D artwork — sparte006
http://ddb.vocnet.org/medientyp/mt002,http://ddb.vocnet.org/sparte/sparte005,Fotografie,,http://d-nb.info/gnd/4045895-7,https://ise-fizkarlsruhe.github.io/ddbkg/mocho#ImageWork,,,,mocho,Photo Work — sparte005
http://ddb.vocnet.org/medientyp/mt002,http://ddb.vocnet.org/sparte/sparte001,Fotografie,,http://d-nb.info/gnd/4045895-7,,,,,mocho,Archive photo — rico:Record via htype dispatch; no dc:type class
http://ddb.vocnet.org/medientyp/mt002,http://ddb.vocnet.org/sparte/sparte001,Archivale,,https://d-nb.info/gnd/4142968-0,,,https://ise-fizkarlsruhe.github.io/ddbkg/mocho#Manifestation,,mocho,Default (D9)
http://ddb.vocnet.org/medientyp/mt002,http://ddb.vocnet.org/sparte/sparte001,Brief,,http://d-nb.info/gnd/4008240-4,,,https://ise-fizkarlsruhe.github.io/ddbkg/mocho#Manifestation,,mocho,Default (D9)
http://ddb.vocnet.org/medientyp/mt002,http://ddb.vocnet.org/sparte/sparte005,Druck,,http://d-nb.info/gnd/4113357-2,https://ise-fizkarlsruhe.github.io/ddbkg/mocho#ImageWork,,,,mocho,Photo Work (media library only) — sparte005
http://ddb.vocnet.org/medientyp/mt002,http://ddb.vocnet.org/sparte/sparte001,Handschrift (Manuskript),,http://d-nb.info/gnd/4126273-6,,,https://ise-fizkarlsruhe.github.io/ddbkg/mocho#Manifestation,,mocho,Default (D9)
http://ddb.vocnet.org/medientyp/mt002,http://ddb.vocnet.org/sparte/sparte006,Gemälde,,http://d-nb.info/gnd/4122164-3,http://purl.org/vra/Work,,,,vra,2D artwork — sparte006
http://ddb.vocnet.org/medientyp/mt002,http://ddb.vocnet.org/sparte/sparte002,Illustration,,https://d-nb.info/gnd/4123412-1,,,https://ise-fizkarlsruhe.github.io/ddbkg/mocho#Manifestation,,mocho,Default (D9)
http://ddb.vocnet.org/medientyp/mt002,http://ddb.vocnet.org/sparte/sparte001,Bilder,,,,,https://ise-fizkarlsruhe.github.io/ddbkg/mocho#Manifestation,,mocho,Default (D9)
http://ddb.vocnet.org/medientyp/mt002,http://ddb.vocnet.org/sparte/sparte004,Ansichtskarte / Motivkarte,,,,,https://ise-fizkarlsruhe.github.io/ddbkg/mocho#Manifestation,,mocho,Default (D9)
http://ddb.vocnet.org/medientyp/mt002,http://ddb.vocnet.org/sparte/sparte001,,,,,,https://ise-fizkarlsruhe.github.io/ddbkg/mocho#Manifestation,,mocho,Default (D9)
http://ddb.vocnet.org/medientyp/mt002,http://ddb.vocnet.org/sparte/sparte006,Fotomechanische Reproduktion,,,https://ise-fizkarlsruhe.github.io/ddbkg/mocho#ImageWork,,,,mocho,Photo Work — sparte006
http://ddb.vocnet.org/medientyp/mt002,http://ddb.vocnet.org/sparte/sparte005,Zeichnung,,http://d-nb.info/gnd/4127900-1,http://purl.org/vra/Work,,,,vra,2D artwork — sparte005
http://ddb.vocnet.org/medientyp/mt002,http://ddb.vocnet.org/sparte/sparte006,Fotografie,,http://d-nb.info/gnd/4045895-7,https://ise-fizkarlsruhe.github.io/ddbkg/mocho#ImageWork,,,,mocho,Photo Work — sparte006
http://ddb.vocnet.org/medientyp/mt002,http://ddb.vocnet.org/sparte/sparte002,Grafik,,http://d-nb.info/gnd/4021845-4,,,https://ise-fizkarlsruhe.github.io/ddbkg/mocho#Manifestation,,mocho,Default (D9)
http://ddb.vocnet.org/medientyp/mt002,http://ddb.vocnet.org/sparte/sparte006,Foto,,http://d-nb.info/gnd/4045895-7,https://ise-fizkarlsruhe.github.io/ddbkg/mocho#ImageWork,,,,mocho,Photo Work — sparte006
http://ddb.vocnet.org/medientyp/mt002,http://ddb.vocnet.org/sparte/sparte005,Album Zeichnung,,,http://purl.org/vra/Work,,,,vra,2D artwork — sparte005
http://ddb.vocnet.org/medientyp/mt002,http://ddb.vocnet.org/sparte/sparte002,Karte,,,,,https://ise-fizkarlsruhe.github.io/ddbkg/mocho#Manifestation,,mocho,Default (D9)
http://ddb.vocnet.org/medientyp/mt002,http://ddb.vocnet.org/sparte/sparte006,Plakat,,http://vocab.getty.edu/aat/300027221,http://purl.org/vra/Work,,,,vra,2D artwork — sparte006
http://ddb.vocnet.org/medientyp/mt002,http://ddb.vocnet.org/sparte/sparte006,Medaille,,http://d-nb.info/gnd/4038206-0,http://purl.org/vra/Work,,,,vra,3D object — any sector
http://ddb.vocnet.org/medientyp/mt002,http://ddb.vocnet.org/sparte/sparte001,Bescheinigung,,http://vocab.getty.edu/aat/300026841,,,https://ise-fizkarlsruhe.github.io/ddbkg/mocho#Manifestation,,mocho,Default (D9)
http://ddb.vocnet.org/medientyp/mt002,http://ddb.vocnet.org/sparte/sparte001,Bild,,https://d-nb.info/gnd/4006568-6,,,,,mocho,Archive photo — rico:Record via htype dispatch; no dc:type class
http://ddb.vocnet.org/medientyp/mt002,http://ddb.vocnet.org/sparte/sparte005,Standfoto,,,https://ise-fizkarlsruhe.github.io/ddbkg/mocho#ImageWork,,,,mocho,Photo Work — sparte005
http://ddb.vocnet.org/medientyp/mt002,http://ddb.vocnet.org/sparte/sparte001,Ansichtskarte,,http://vocab.getty.edu/aat/300026819,,,,,mocho,Archive photo — rico:Record via htype dispatch; no dc:type class
http://ddb.vocnet.org/medientyp/mt002,http://ddb.vocnet.org/sparte/sparte004,Fotografie,,http://d-nb.info/gnd/4045895-7,,,https://ise-fizkarlsruhe.github.io/ddbkg/mocho#Manifestation,,mocho,Default (D9)
http://ddb.vocnet.org/medientyp/mt002,http://ddb.vocnet.org/sparte/sparte006,Druckgrafik,,http://d-nb.info/gnd/4113357-2,http://purl.org/vra/Work,,,,vra,2D artwork — sparte006
http://ddb.vocnet.org/medientyp/mt002,http://ddb.vocnet.org/sparte/sparte006,Geldschein,,http://d-nb.info/gnd/,http://purl.org/vra/Work,,,,vra,3D object — any sector
http://ddb.vocnet.org/medientyp/mt002,http://ddb.vocnet.org/sparte/sparte001,Liste,,http://vocab.getty.edu/aat/300220511,,,https://ise-fizkarlsruhe.github.io/ddbkg/mocho#Manifestation,,mocho,Default (D9)
http://ddb.vocnet.org/medientyp/mt002,http://ddb.vocnet.org/sparte/sparte005,Kontaktbogen,,http://d-nb.info/gnd/7709611-3,https://ise-fizkarlsruhe.github.io/ddbkg/mocho#ImageWork,,,,mocho,Photo Work — sparte005
http://ddb.vocnet.org/medientyp/mt002,http://ddb.vocnet.org/sparte/sparte006,Druck,,http://d-nb.info/gnd/4113357-2,http://purl.org/vra/Work,,,,vra,Sector default — sparte006
http://ddb.vocnet.org/medientyp/mt002,http://ddb.vocnet.org/sparte/sparte001,Abschrift,,http://vocab.getty.edu/aat/300404333,,,https://ise-fizkarlsruhe.github.io/ddbkg/mocho#Manifestation,,mocho,Default (D9)
http://ddb.vocnet.org/medientyp/mt002,http://ddb.vocnet.org/sparte/sparte006,Mappenwerk,,,http://purl.org/vra/Work,,,,vra,2D artwork — sparte006
http://ddb.vocnet.org/medientyp/mt002,http://ddb.vocnet.org/sparte/sparte002,Druckgraphik,,http://d-nb.info/gnd/4021845-4,,,https://ise-fizkarlsruhe.github.io/ddbkg/mocho#Manifestation,,mocho,Default (D9)
http://ddb.vocnet.org/medientyp/mt002,http://ddb.vocnet.org/sparte/sparte004,Ansichtskarte / Motivkarte;Weltpostkarte,,,,,https://ise-fizkarlsruhe.github.io/ddbkg/mocho#Manifestation,,mocho,Default (D9)
http://ddb.vocnet.org/medientyp/mt002,http://ddb.vocnet.org/sparte/sparte006,Malerei,,http://vocab.getty.edu/aat/300054216,http://purl.org/vra/Work,,,,vra,2D artwork — sparte006
http://ddb.vocnet.org/medientyp/mt002,http://ddb.vocnet.org/sparte/sparte006,Druckschrift,,,http://purl.org/vra/Work,,,,vra,2D artwork — sparte006
http://ddb.vocnet.org/medientyp/mt002,http://ddb.vocnet.org/sparte/sparte004,Ansichtskarte,,http://vocab.getty.edu/aat/300026819,,,https://ise-fizkarlsruhe.github.io/ddbkg/mocho#Manifestation,,mocho,Default (D9)
http://ddb.vocnet.org/medientyp/mt002,http://ddb.vocnet.org/sparte/sparte006,Graphik,,http://d-nb.info/gnd/4021845-4,http://purl.org/vra/Work,,,,vra,2D artwork — sparte006
http://ddb.vocnet.org/medientyp/mt002,http://ddb.vocnet.org/sparte/sparte005,Kleinbilddia,,http://vocab.getty.edu/aat/300128371,https://ise-fizkarlsruhe.github.io/ddbkg/mocho#ImageWork,,,,mocho,Photo Work — sparte005
http://ddb.vocnet.org/medientyp/mt002,http://ddb.vocnet.org/sparte/sparte001,Druckgrafik,,http://d-nb.info/gnd/4113357-2,,,https://ise-fizkarlsruhe.github.io/ddbkg/mocho#Manifestation,,mocho,Default (D9)
http://ddb.vocnet.org/medientyp/mt002,http://ddb.vocnet.org/sparte/sparte005,Seite,,,https://ise-fizkarlsruhe.github.io/ddbkg/mocho#ImageWork,,,,mocho,Sector default — sparte005
http://ddb.vocnet.org/medientyp/mt002,http://ddb.vocnet.org/sparte/sparte005,Kunst,,http://d-nb.info/gnd/4114333-4,https://ise-fizkarlsruhe.github.io/ddbkg/mocho#ImageWork,,,,mocho,Sector default — sparte005
http://ddb.vocnet.org/medientyp/mt002,http://ddb.vocnet.org/sparte/sparte003,Baudenkmal,,,https://ise-fizkarlsruhe.github.io/ddbkg/mocho#ImmovableWork,,,,mocho,Built heritage — any sector
http://ddb.vocnet.org/medientyp/mt002,http://ddb.vocnet.org/sparte/sparte006,Buch,,http://d-nb.info/gnd/4008570-3,http://purl.org/vra/Work,,,,vra,Sector default — sparte006
http://ddb.vocnet.org/medientyp/mt002,http://ddb.vocnet.org/sparte/sparte005,Postkarte,,http://d-nb.info/gnd/4046902-5,https://ise-fizkarlsruhe.github.io/ddbkg/mocho#ImageWork,,,,mocho,Photo Work — sparte005
http://ddb.vocnet.org/medientyp/mt002,http://ddb.vocnet.org/sparte/sparte006,Bild,,https://d-nb.info/gnd/4006568-6,http://purl.org/vra/Work,,,,vra,Sector default — sparte006
http://ddb.vocnet.org/medientyp/mt002,http://ddb.vocnet.org/sparte/sparte006,Postkarte,,http://d-nb.info/gnd/4046902-5,https://ise-fizkarlsruhe.github.io/ddbkg/mocho#ImageWork,,,,mocho,Photo Work — sparte006
http://ddb.vocnet.org/medientyp/mt002,http://ddb.vocnet.org/sparte/sparte001,Akten,,,,,https://ise-fizkarlsruhe.github.io/ddbkg/mocho#Manifestation,,mocho,Default (D9)
http://ddb.vocnet.org/medientyp/mt002,http://ddb.vocnet.org/sparte/sparte004,Gemälde,,http://d-nb.info/gnd/4122164-3,,,https://ise-fizkarlsruhe.github.io/ddbkg/mocho#Manifestation,,mocho,Default (D9)
http://ddb.vocnet.org/medientyp/mt002,http://ddb.vocnet.org/sparte/sparte002,Fotografie,,http://d-nb.info/gnd/4045895-7,,,https://ise-fizkarlsruhe.github.io/ddbkg/mocho#Manifestation,,mocho,Default (D9)
http://ddb.vocnet.org/medientyp/mt002,http://ddb.vocnet.org/sparte/sparte006,Grafik,,http://d-nb.info/gnd/4021845-4,http://purl.org/vra/Work,,,,vra,2D artwork — sparte006
http://ddb.vocnet.org/medientyp/mt002,http://ddb.vocnet.org/sparte/sparte006,Brief,,http://d-nb.info/gnd/4008240-4,http://purl.org/vra/Work,,,,vra,Sector default — sparte006
http://ddb.vocnet.org/medientyp/mt002,http://ddb.vocnet.org/sparte/sparte006,Inszenierung,,,http://purl.org/vra/Work,,,,vra,Sector default — sparte006
http://ddb.vocnet.org/medientyp/mt002,http://ddb.vocnet.org/sparte/sparte004,Zeichnung,,http://d-nb.info/gnd/4127900-1,,,https://ise-fizkarlsruhe.github.io/ddbkg/mocho#Manifestation,,mocho,Default (D9)
http://ddb.vocnet.org/medientyp/mt002,http://ddb.vocnet.org/sparte/sparte002,Buchmalerei,,http://d-nb.info/gnd/4008650-1,,,https://ise-fizkarlsruhe.github.io/ddbkg/mocho#Manifestation,,mocho,Default (D9)
http://ddb.vocnet.org/medientyp/mt002,http://ddb.vocnet.org/sparte/sparte006,Archivalien (Schriftliche Nachlässe),,http://vocab.getty.edu/aat/300026879,http://purl.org/vra/Work,,,,vra,Sector default — sparte006
http://ddb.vocnet.org/medientyp/mt002,http://ddb.vocnet.org/sparte/sparte002,Druck,,http://d-nb.info/gnd/4113357-2,,,https://ise-fizkarlsruhe.github.io/ddbkg/mocho#Manifestation,,mocho,Default (D9)
http://ddb.vocnet.org/medientyp/mt002,http://ddb.vocnet.org/sparte/sparte002,Buch,,http://d-nb.info/gnd/4008570-3,,,https://ise-fizkarlsruhe.github.io/ddbkg/mocho#Manifestation,,mocho,Default (D9)
http://ddb.vocnet.org/medientyp/mt002,http://ddb.vocnet.org/sparte/sparte005,Fotoalbum,,http://vocab.getty.edu/aat/300026695,https://ise-fizkarlsruhe.github.io/ddbkg/mocho#ImageWork,,,,mocho,Photo Work — sparte005
http://ddb.vocnet.org/medientyp/mt002,http://ddb.vocnet.org/sparte/sparte004,Grafik,,http://d-nb.info/gnd/4021845-4,,,https://ise-fizkarlsruhe.github.io/ddbkg/mocho#Manifestation,,mocho,Default (D9)
http://ddb.vocnet.org/medientyp/mt002,http://ddb.vocnet.org/sparte/sparte006,Programmheft,,http://d-nb.info/gnd/4373950-7,http://purl.org/vra/Work,,,,vra,Sector default — sparte006
http://ddb.vocnet.org/medientyp/mt002,http://ddb.vocnet.org/sparte/sparte006,Münze,,http://d-nb.info/gnd/4040629-5,http://purl.org/vra/Work,,,,vra,3D object — any sector
http://ddb.vocnet.org/medientyp/mt002,http://ddb.vocnet.org/sparte/sparte006,Zyklus,,http://d-nb.info/gnd/4191377-2,http://purl.org/vra/Work,,,,vra,2D artwork — sparte006
http://ddb.vocnet.org/medientyp/mt002,http://ddb.vocnet.org/sparte/sparte005,Buch Druck,,,https://ise-fizkarlsruhe.github.io/ddbkg/mocho#ImageWork,,,,mocho,Sector default — sparte005
http://ddb.vocnet.org/medientyp/mt002,http://ddb.vocnet.org/sparte/sparte001,Drucksache,,http://d-nb.info/gnd/4013119-1,,,https://ise-fizkarlsruhe.github.io/ddbkg/mocho#Manifestation,,mocho,Default (D9)
http://ddb.vocnet.org/medientyp/mt002,http://ddb.vocnet.org/sparte/sparte005,Wandbild,,http://d-nb.info/gnd/4064542-3,http://purl.org/vra/Work,,,,vra,2D artwork — sparte005
http://ddb.vocnet.org/medientyp/mt002,http://ddb.vocnet.org/sparte/sparte006,Archivalie,,,http://purl.org/vra/Work,,,,vra,Sector default — sparte006
http://ddb.vocnet.org/medientyp/mt002,http://ddb.vocnet.org/sparte/sparte006,Skulptur,,http://d-nb.info/gnd/4046277-8,http://purl.org/vra/Work,,,,vra,3D object — any sector
http://ddb.vocnet.org/medientyp/mt002,http://ddb.vocnet.org/sparte/sparte004,Druck,,http://d-nb.info/gnd/4113357-2,,,https://ise-fizkarlsruhe.github.io/ddbkg/mocho#Manifestation,,mocho,Default (D9)
http://ddb.vocnet.org/medientyp/mt002,http://ddb.vocnet.org/sparte/sparte001,Gedicht,,http://d-nb.info/gnd/4036774-5,,,https://ise-fizkarlsruhe.github.io/ddbkg/mocho#Manifestation,,mocho,Default (D9)
http://ddb.vocnet.org/medientyp/mt002,http://ddb.vocnet.org/sparte/sparte001,Rechnung,,http://d-nb.info/gnd/4246502-3,,,https://ise-fizkarlsruhe.github.io/ddbkg/mocho#Manifestation,,mocho,Default (D9)
http://ddb.vocnet.org/medientyp/mt002,http://ddb.vocnet.org/sparte/sparte006,Einzelblattsammlung,,,http://purl.org/vra/Work,,,,vra,2D artwork — sparte006
http://ddb.vocnet.org/medientyp/mt002,http://ddb.vocnet.org/sparte/sparte006,Rollenporträt,,,http://purl.org/vra/Work,,,,vra,2D artwork — sparte006
http://ddb.vocnet.org/medientyp/mt002,http://ddb.vocnet.org/sparte/sparte006,Flugblatt,,http://vocab.getty.edu/aat/300211825,http://purl.org/vra/Work,,,,vra,2D artwork — sparte006
http://ddb.vocnet.org/medientyp/mt002,http://ddb.vocnet.org/sparte/sparte006,Notgeldschein,,,http://purl.org/vra/Work,,,,vra,3D object — any sector
http://ddb.vocnet.org/medientyp/mt002,http://ddb.vocnet.org/sparte/sparte006,Büste,,http://d-nb.info/gnd/4008836-4,http://purl.org/vra/Work,,,,vra,3D object — any sector
http://ddb.vocnet.org/medientyp/mt002,http://ddb.vocnet.org/sparte/sparte006,Negativ s/w,,http://d-nb.info/gnd/4347758-6,https://ise-fizkarlsruhe.github.io/ddbkg/mocho#ImageWork,,,,mocho,Photo Work — sparte006
http://ddb.vocnet.org/medientyp/mt002,http://ddb.vocnet.org/sparte/sparte004,Universitätsinstitut,,http://vocab.getty.edu/aat/300312291,https://ise-fizkarlsruhe.github.io/ddbkg/mocho#ImmovableWork,,https://ise-fizkarlsruhe.github.io/ddbkg/mocho#ImageManifestation,,mocho,Built heritage — any sector
http://ddb.vocnet.org/medientyp/mt002,http://ddb.vocnet.org/sparte/sparte004,Büste,,http://d-nb.info/gnd/4008836-4,http://purl.org/vra/Work,,,,vra,3D object — any sector
http://ddb.vocnet.org/medientyp/mt002,http://ddb.vocnet.org/sparte/sparte004,Denkmal,,http://d-nb.info/gnd/4011453-3,https://ise-fizkarlsruhe.github.io/ddbkg/mocho#ImmovableWork,,https://ise-fizkarlsruhe.github.io/ddbkg/mocho#ImageManifestation,,mocho,Built heritage — any sector
http://ddb.vocnet.org/medientyp/mt002,http://ddb.vocnet.org/sparte/sparte001,Kostümentwurf,,,,,https://ise-fizkarlsruhe.github.io/ddbkg/mocho#Manifestation,,mocho,Default (D9)
http://ddb.vocnet.org/medientyp/mt002,http://ddb.vocnet.org/sparte/sparte004,Studie,,http://d-nb.info/gnd/1041355866,,,https://ise-fizkarlsruhe.github.io/ddbkg/mocho#Manifestation,,mocho,Default (D9)
http://ddb.vocnet.org/medientyp/mt002,http://ddb.vocnet.org/sparte/sparte006,Handzeichnung,,,http://purl.org/vra/Work,,,,vra,2D artwork — sparte006
http://ddb.vocnet.org/medientyp/mt002,http://ddb.vocnet.org/sparte/sparte001,Standfoto,,,,,,,mocho,Archive photo — rico:Record via htype dispatch; no dc:type class
http://ddb.vocnet.org/medientyp/mt002,http://ddb.vocnet.org/sparte/sparte005,Buch,,http://d-nb.info/gnd/4008570-3,https://ise-fizkarlsruhe.github.io/ddbkg/mocho#ImageWork,,,,mocho,Sector default — sparte005
http://ddb.vocnet.org/medientyp/mt002,http://ddb.vocnet.org/sparte/sparte001,Dokument,,http://d-nb.info/gnd/4180009-6,,,https://ise-fizkarlsruhe.github.io/ddbkg/mocho#Manifestation,,mocho,Default (D9)
http://ddb.vocnet.org/medientyp/mt002,http://ddb.vocnet.org/sparte/sparte006,Positiv,,http://d-nb.info/gnd/4141215-1,https://ise-fizkarlsruhe.github.io/ddbkg/mocho#ImageWork,,,,mocho,Photo Work — sparte006
http://ddb.vocnet.org/medientyp/mt002,http://ddb.vocnet.org/sparte/sparte005,Wohnhaus,,http://d-nb.info/gnd/4023693-6,https://ise-fizkarlsruhe.github.io/ddbkg/mocho#ImmovableWork,,,,mocho,Built heritage — any sector
http://ddb.vocnet.org/medientyp/mt002,http://ddb.vocnet.org/sparte/sparte006,Zeichnung/Druckgrafik,,,http://purl.org/vra/Work,,,,vra,2D artwork — sparte006
http://ddb.vocnet.org/medientyp/mt002,http://ddb.vocnet.org/sparte/sparte001,Plakate und Flugblätter,,,,,https://ise-fizkarlsruhe.github.io/ddbkg/mocho#Manifestation,,mocho,Default (D9)
http://ddb.vocnet.org/medientyp/mt002,http://ddb.vocnet.org/sparte/sparte006,Reprofotografie,,,https://ise-fizkarlsruhe.github.io/ddbkg/mocho#ImageWork,,,,mocho,Photo Work — sparte006
http://ddb.vocnet.org/medientyp/mt002,http://ddb.vocnet.org/sparte/sparte006,Skizzenbuch,,http://d-nb.info/gnd/4055251-2,http://purl.org/vra/Work,,,,vra,Sector default — sparte006
http://ddb.vocnet.org/medientyp/mt002,http://ddb.vocnet.org/sparte/sparte005,Denkmal,,http://d-nb.info/gnd/4011453-3,https://ise-fizkarlsruhe.github.io/ddbkg/mocho#ImmovableWork,,,,mocho,Built heritage — any sector
http://ddb.vocnet.org/medientyp/mt002,http://ddb.vocnet.org/sparte/sparte005,Plakat,,http://vocab.getty.edu/aat/300027221,http://purl.org/vra/Work,,,,vra,2D artwork — sparte005
http://ddb.vocnet.org/medientyp/mt002,http://ddb.vocnet.org/sparte/sparte006,Porträt,,http://d-nb.info/gnd/4006627-7,http://purl.org/vra/Work,,,,vra,2D artwork — sparte006
http://ddb.vocnet.org/medientyp/mt002,http://ddb.vocnet.org/sparte/sparte006,Skizze,,http://d-nb.info/gnd/4181668-7,http://purl.org/vra/Work,,,,vra,2D artwork — sparte006
http://ddb.vocnet.org/medientyp/mt002,http://ddb.vocnet.org/sparte/sparte001,Sonstiges,,,,,https://ise-fizkarlsruhe.github.io/ddbkg/mocho#Manifestation,,mocho,Default (D9)
http://ddb.vocnet.org/medientyp/mt002,http://ddb.vocnet.org/sparte/sparte001,Gästebuch,,http://d-nb.info/gnd/4019070-5,,,https://ise-fizkarlsruhe.github.io/ddbkg/mocho#Manifestation,,mocho,Default (D9)
http://ddb.vocnet.org/medientyp/mt002,http://ddb.vocnet.org/sparte/sparte006,Szenenfoto,,,http://purl.org/vra/Work,,,,vra,Sector default — sparte006
http://ddb.vocnet.org/medientyp/mt002,http://ddb.vocnet.org/sparte/sparte005,Bilddokument,,,https://ise-fizkarlsruhe.github.io/ddbkg/mocho#ImageWork,,,,mocho,Photo Work — sparte005
http://ddb.vocnet.org/medientyp/mt002,http://ddb.vocnet.org/sparte/sparte004,Negativ,,http://vocab.getty.edu/aat/300127173,,,https://ise-fizkarlsruhe.github.io/ddbkg/mocho#Manifestation,,mocho,Default (D9)
http://ddb.vocnet.org/medientyp/mt002,http://ddb.vocnet.org/sparte/sparte005,Print,,,https://ise-fizkarlsruhe.github.io/ddbkg/mocho#ImageWork,,,,mocho,Sector default — sparte005
http://ddb.vocnet.org/medientyp/mt002,http://ddb.vocnet.org/sparte/sparte004,Silhouettenbild,,http://vocab.getty.edu/aat/300015423,,,https://ise-fizkarlsruhe.github.io/ddbkg/mocho#Manifestation,,mocho,Default (D9)
